Part_ID,Group,Grade,Age,Months,SPA_Score,ENG_Score,Langs,BESA_Score,Task,Item,Accuracy,Accuracy_Clit_Gen,Accuracy_Clit_Num,Accuracy_DP_Gen,Accuracy_DP_Num,Questions,Response,Error_Type,Structure,Gender,Number,Verb,Verb_Freq,Verb_Type,Home_Lang_Group,HL_DOM,HL_Gender,HL_Subj
H37,L2,8,,174,3,3,,3,Forced Choice,FCT-15,1,,,,,,,,Clitic,Masculine,Plural,,,,L2 learner,L2,L2,L2
H37,L2,8,,174,3,3,,3,Forced Choice,FCT-16,0,,,,,,,,DOM,Masculine,,,,,L2 learner,L2,L2,L2
H37,L2,8,,174,3,3,,3,Forced Choice,FCT-17,1,,,,,,,,Clitic,Feminine,Plural,,,,L2 learner,L2,L2,L2
H37,L2,8,,174,3,3,,3,Forced Choice,FCT-18,1,,,,,,,,Subjunctive,,,abrir,143932,Regular,L2 learner,L2,L2,L2
H37,L2,8,,174,3,3,,3,Forced Choice,FCT-19,0,,,,,,,,Clitic,Masculine,Singular,,,,L2 learner,L2,L2,L2
H37,L2,8,,174,3,3,,3,Forced Choice,FCT-20,1,,,,,,,,DOM,Feminine,Singular,,,,L2 learner,L2,L2,L2
H37,L2,8,,174,3,3,,3,Forced Choice,FCT-21,1,,,,,,,,Clitic,Feminine,Singular,,,,L2 learner,L2,L2,L2
H37,L2,8,,174,3,3,,3,Forced Choice,FCT-22,1,,,,,,,,Subjunctive,,,poner,514285,Irregular,L2 learner,L2,L2,L2
H37,L2,8,,174,3,3,,3,Forced Choice,FCT-23,1,,,,,,,,Clitic,Masculine,Plural,,,,L2 learner,L2,L2,L2
H37,L2,8,,174,3,3,,3,Forced Choice,FCT-24,0,,,,,,,,DOM,Masculine,,,,,L2 learner,L2,L2,L2
H37,L2,8,,174,3,3,,3,Forced Choice,FCT-25,1,,,,,,,,Clitic,Feminine,Plural,,,,L2 learner,L2,L2,L2
H37,L2,8,,174,3,3,,3,Forced Choice,FCT-26,0,,,,,,,,Subjunctive,,,escribir,265684,Regular,L2 learner,L2,L2,L2
H37,L2,8,,174,3,3,,3,Forced Choice,FCT-27,0,,,,,,,,DOM,Feminine,Singular,,,,L2 learner,L2,L2,L2
H37,L2,8,,174,3,3,,3,Forced Choice,FCT-28,1,,,,,,,,Subjunctive,,,salir,334324,Irregular,L2 learner,L2,L2,L2
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-01,0,,,,,,,,DOM,Masculine,,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-02,1,,,,,,,,Subjunctive,,,ver,1611795,Irregular,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-03,0,,,,,,,,Clitic,Masculine,Singular,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-04,1,,,,,,,,DOM,Feminine,Singular,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-05,1,,,,,,,,Clitic,Feminine,Singular,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-06,0,,,,,,,,Subjunctive,,,hacer,2726954,Irregular,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-07,1,,,,,,,,Clitic,Masculine,Plural,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-08,1,,,,,,,,DOM,Masculine,,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-09,1,,,,,,,,Clitic,Feminine,Plural,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-10,1,,,,,,,,Subjunctive,,,comer,213756,Regular,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-11,1,,,,,,,,Clitic,Masculine,Singular,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-12,1,,,,,,,,DOM,Feminine,Singular,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-13,1,,,,,,,,Clitic,Feminine,Singular,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-14,1,,,,,,,,Subjunctive,,,ir,603647,Irregular,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-15,1,,,,,,,,Clitic,Masculine,Plural,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-16,1,,,,,,,,DOM,Masculine,,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-17,1,,,,,,,,Clitic,Feminine,Plural,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-18,0,,,,,,,,Subjunctive,,,abrir,143932,Regular,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-19,1,,,,,,,,Clitic,Masculine,Singular,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-20,1,,,,,,,,DOM,Feminine,Singular,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-21,1,,,,,,,,Clitic,Feminine,Singular,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-22,1,,,,,,,,Subjunctive,,,poner,514285,Irregular,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-23,0,,,,,,,,Clitic,Masculine,Plural,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-24,1,,,,,,,,DOM,Masculine,,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-25,0,,,,,,,,Clitic,Feminine,Plural,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-26,1,,,,,,,,Subjunctive,,,escribir,265684,Regular,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-27,1,,,,,,,,DOM,Feminine,Singular,,,,Heritage Spanish,,,
H38,Heritage,7,,159,2,5,,8,Forced Choice,FCT-28,1,,,,,,,,Subjunctive,,,salir,334324,Irregular,Heritage Spanish,,,
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-01,1,,,,,,,,DOM,Masculine,,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-02,1,,,,,,,,Subjunctive,,,ver,1611795,Irregular,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-03,0,,,,,,,,Clitic,Masculine,Singular,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-04,0,,,,,,,,DOM,Feminine,Singular,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-05,0,,,,,,,,Clitic,Feminine,Singular,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-06,1,,,,,,,,Subjunctive,,,hacer,2726954,Irregular,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-07,1,,,,,,,,Clitic,Masculine,Plural,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-08,0,,,,,,,,DOM,Masculine,,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-09,0,,,,,,,,Clitic,Feminine,Plural,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-10,0,,,,,,,,Subjunctive,,,comer,213756,Regular,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-11,1,,,,,,,,Clitic,Masculine,Singular,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-12,0,,,,,,,,DOM,Feminine,Singular,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-13,1,,,,,,,,Clitic,Feminine,Singular,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-14,0,,,,,,,,Subjunctive,,,ir,603647,Irregular,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-15,1,,,,,,,,Clitic,Masculine,Plural,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-16,1,,,,,,,,DOM,Masculine,,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-17,0,,,,,,,,Clitic,Feminine,Plural,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-18,0,,,,,,,,Subjunctive,,,abrir,143932,Regular,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-19,1,,,,,,,,Clitic,Masculine,Singular,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-20,0,,,,,,,,DOM,Feminine,Singular,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-21,0,,,,,,,,Clitic,Feminine,Singular,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-22,0,,,,,,,,Subjunctive,,,poner,514285,Irregular,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-23,1,,,,,,,,Clitic,Masculine,Plural,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-24,0,,,,,,,,DOM,Masculine,,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-25,0,,,,,,,,Clitic,Feminine,Plural,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-26,0,,,,,,,,Subjunctive,,,escribir,265684,Regular,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-27,1,,,,,,,,DOM,Feminine,Singular,,,,L2 learner,L2,L2,L2
H39,L2,7,,159,4,3,,8,Forced Choice,FCT-28,0,,,,,,,,Subjunctive,,,salir,334324,Irregular,L2 learner,L2,L2,L2
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-01,1,,,,,,,,DOM,Masculine,,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-02,0,,,,,,,,Subjunctive,,,ver,1611795,Irregular,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-03,1,,,,,,,,Clitic,Masculine,Singular,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-04,1,,,,,,,,DOM,Feminine,Singular,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-05,0,,,,,,,,Clitic,Feminine,Singular,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-06,0,,,,,,,,Subjunctive,,,hacer,2726954,Irregular,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-07,1,,,,,,,,Clitic,Masculine,Plural,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-08,1,,,,,,,,DOM,Masculine,,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-09,0,,,,,,,,Clitic,Feminine,Plural,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-10,0,,,,,,,,Subjunctive,,,comer,213756,Regular,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-11,1,,,,,,,,Clitic,Masculine,Singular,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-12,0,,,,,,,,DOM,Feminine,Singular,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-13,0,,,,,,,,Clitic,Feminine,Singular,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-14,1,,,,,,,,Subjunctive,,,ir,603647,Irregular,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-15,1,,,,,,,,Clitic,Masculine,Plural,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-16,0,,,,,,,,DOM,Masculine,,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-17,0,,,,,,,,Clitic,Feminine,Plural,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-18,1,,,,,,,,Subjunctive,,,abrir,143932,Regular,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-19,1,,,,,,,,Clitic,Masculine,Singular,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-20,1,,,,,,,,DOM,Feminine,Singular,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-21,0,,,,,,,,Clitic,Feminine,Singular,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-22,1,,,,,,,,Subjunctive,,,poner,514285,Irregular,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-23,1,,,,,,,,Clitic,Masculine,Plural,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-24,0,,,,,,,,DOM,Masculine,,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-25,0,,,,,,,,Clitic,Feminine,Plural,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-26,0,,,,,,,,Subjunctive,,,escribir,265684,Regular,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-27,0,,,,,,,,DOM,Feminine,Singular,,,,Sinhala,Yes,Yes,Yes
H40,L2,7,,155,4,4,,8,Forced Choice,FCT-28,1,,,,,,,,Subjunctive,,,salir,334324,Irregular,Sinhala,Yes,Yes,Yes
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-01,0,,,,,,,,DOM,Masculine,,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-02,0,,,,,,,,Subjunctive,,,ver,1611795,Irregular,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-03,0,,,,,,,,Clitic,Masculine,Singular,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-04,1,,,,,,,,DOM,Feminine,Singular,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-05,0,,,,,,,,Clitic,Feminine,Singular,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-06,0,,,,,,,,Subjunctive,,,hacer,2726954,Irregular,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-07,0,,,,,,,,Clitic,Masculine,Plural,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-08,1,,,,,,,,DOM,Masculine,,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-09,0,,,,,,,,Clitic,Feminine,Plural,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-10,1,,,,,,,,Subjunctive,,,comer,213756,Regular,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-11,1,,,,,,,,Clitic,Masculine,Singular,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-12,0,,,,,,,,DOM,Feminine,Singular,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-13,1,,,,,,,,Clitic,Feminine,Singular,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-14,0,,,,,,,,Subjunctive,,,ir,603647,Irregular,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-15,0,,,,,,,,Clitic,Masculine,Plural,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-16,0,,,,,,,,DOM,Masculine,,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-17,0,,,,,,,,Clitic,Feminine,Plural,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-18,0,,,,,,,,Subjunctive,,,abrir,143932,Regular,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-19,1,,,,,,,,Clitic,Masculine,Singular,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-20,1,,,,,,,,DOM,Feminine,Singular,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-21,1,,,,,,,,Clitic,Feminine,Singular,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-22,0,,,,,,,,Subjunctive,,,poner,514285,Irregular,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-23,1,,,,,,,,Clitic,Masculine,Plural,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-24,0,,,,,,,,DOM,Masculine,,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-25,1,,,,,,,,Clitic,Feminine,Plural,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-26,0,,,,,,,,Subjunctive,,,escribir,265684,Regular,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-27,1,,,,,,,,DOM,Feminine,Singular,,,,L2 learner,L2,L2,L2
H41,L2,5,,139,2,1,,7,Forced Choice,FCT-28,0,,,,,,,,Subjunctive,,,salir,334324,Irregular,L2 learner,L2,L2,L2
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-01,1,,,,,,,,DOM,Masculine,,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-02,1,,,,,,,,Subjunctive,,,ver,1611795,Irregular,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-03,1,,,,,,,,Clitic,Masculine,Singular,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-04,1,,,,,,,,DOM,Feminine,Singular,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-05,0,,,,,,,,Clitic,Feminine,Singular,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-06,1,,,,,,,,Subjunctive,,,hacer,2726954,Irregular,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-07,1,,,,,,,,Clitic,Masculine,Plural,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-08,0,,,,,,,,DOM,Masculine,,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-09,1,,,,,,,,Clitic,Feminine,Plural,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-10,0,,,,,,,,Subjunctive,,,comer,213756,Regular,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-11,0,,,,,,,,Clitic,Masculine,Singular,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-12,0,,,,,,,,DOM,Feminine,Singular,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-13,0,,,,,,,,Clitic,Feminine,Singular,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-14,0,,,,,,,,Subjunctive,,,ir,603647,Irregular,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-15,1,,,,,,,,Clitic,Masculine,Plural,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-16,0,,,,,,,,DOM,Masculine,,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-17,1,,,,,,,,Clitic,Feminine,Plural,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-18,1,,,,,,,,Subjunctive,,,abrir,143932,Regular,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-19,1,,,,,,,,Clitic,Masculine,Singular,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-20,1,,,,,,,,DOM,Feminine,Singular,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-21,1,,,,,,,,Clitic,Feminine,Singular,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-22,0,,,,,,,,Subjunctive,,,poner,514285,Irregular,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-23,1,,,,,,,,Clitic,Masculine,Plural,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-24,0,,,,,,,,DOM,Masculine,,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-25,1,,,,,,,,Clitic,Feminine,Plural,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-26,1,,,,,,,,Subjunctive,,,escribir,265684,Regular,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-27,0,,,,,,,,DOM,Feminine,Singular,,,,Mandarin,Yes,No,No
H42,L2,5,,132,2,5,,3,Forced Choice,FCT-28,1,,,,,,,,Subjunctive,,,salir,334324,Irregular,Mandarin,Yes,No,No
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-01,0,,,,,,,,DOM,Masculine,,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-02,0,,,,,,,,Subjunctive,,,ver,1611795,Irregular,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-03,1,,,,,,,,Clitic,Masculine,Singular,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-04,1,,,,,,,,DOM,Feminine,Singular,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-05,1,,,,,,,,Clitic,Feminine,Singular,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-06,0,,,,,,,,Subjunctive,,,hacer,2726954,Irregular,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-07,0,,,,,,,,Clitic,Masculine,Plural,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-08,0,,,,,,,,DOM,Masculine,,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-09,0,,,,,,,,Clitic,Feminine,Plural,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-10,0,,,,,,,,Subjunctive,,,comer,213756,Regular,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-11,1,,,,,,,,Clitic,Masculine,Singular,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-12,0,,,,,,,,DOM,Feminine,Singular,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-13,1,,,,,,,,Clitic,Feminine,Singular,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-14,1,,,,,,,,Subjunctive,,,ir,603647,Irregular,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-15,0,,,,,,,,Clitic,Masculine,Plural,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-16,1,,,,,,,,DOM,Masculine,,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-17,0,,,,,,,,Clitic,Feminine,Plural,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-18,1,,,,,,,,Subjunctive,,,abrir,143932,Regular,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-19,0,,,,,,,,Clitic,Masculine,Singular,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-20,0,,,,,,,,DOM,Feminine,Singular,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-21,0,,,,,,,,Clitic,Feminine,Singular,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-22,0,,,,,,,,Subjunctive,,,poner,514285,Irregular,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-23,0,,,,,,,,Clitic,Masculine,Plural,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-24,1,,,,,,,,DOM,Masculine,,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-25,0,,,,,,,,Clitic,Feminine,Plural,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-26,0,,,,,,,,Subjunctive,,,escribir,265684,Regular,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-27,1,,,,,,,,DOM,Feminine,Singular,,,,L2 learner,L2,L2,L2
H43,L2,5,,136,3,4,,8,Forced Choice,FCT-28,1,,,,,,,,Subjunctive,,,salir,334324,Irregular,L2 learner,L2,L2,L2
H44,Heritage,5,,137,2,6,,4,Forced Choice,FCT-01,0,,,,,,,,DOM,Masculine,,,,,Heritage Spanish,,,
H44,Heritage,5,,137,2,6,,4,Forced Choice,FCT-02,0,,,,,,,,Subjunctive,,,ver,1611795,Irregular,Heritage Spanish,,,
H44,Heritage,5,,137,2,6,,4,Forced Choice,FCT-03,0,,,,,,,,Clitic,Masculine,Singular,,,,Heritage Spanish,,,
H44,Heritage,5,,137,2,6,,4,Forced Choice,FCT-04,1,,,,,,,,DOM,Feminine,Singular,,,,Heritage Spanish,,,
H44,Heritage,5,,137,2,6,,4,Forced Choice,FCT-05,0,,,,,,,,Clitic,Feminine,Singular,,,,Heritage Spanish,,,
H44,Heritage,5,,137,2,6,,4,Forced Choice,FCT-06,1,,,,,,,,Subjunctive,,,hacer,2726954,Irregular,Heritage Spanish,,,
H44,Heritage,5,,137,2,6,,4,Forced Choice,FCT-07,0,,,,,,,,Clitic,Masculine,Plural,,,,Heritage Spanish,,,
H44,Heritage,5,,137,2,6,,4,Forced Choice,FCT-08,0,,,,,,,,DOM,Masculine,,,,,Heritage Spanish,,,
H44,Heritage,5,,137,2,6,,4,Forced Choice,FCT-09,0,,,,,,,,Clitic,Feminine,Plural,,,,Heritage Spanish,,,
